âge,profession,état_civil,éducation,défaut,solde,prêt_logement,prêt_personnel,contact,jour,mois,durée,campagne,jours_précédents,précédent,résultat_précédent,souscription
36,ouvrier,marié,secondaire,non,1563,non,non,mobile,29,juil,449,2,-1,0,inconnu,non
59,entrepreneur,marié,secondaire,non,1085,non,oui,mobile,29,juil,101,4,-1,0,inconnu,non
54,entrepreneur,marié,supérieur,non,84,non,non,mobile,29,juil,34,2,-1,0,inconnu,non
57,technicien,marié,secondaire,non,0,non,non,mobile,29,juil,109,2,-1,0,inconnu,non
40,ouvrier,célibataire,secondaire,non,5483,non,non,mobile,29,juil,76,2,-1,0,inconnu,non
30,cadre,célibataire,supérieur,non,62,oui,non,mobile,29,juil,90,5,-1,0,inconnu,non
45,technicien,marié,secondaire,non,49,non,non,mobile,29,juil,65,2,-1,0,inconnu,non
42,ouvrier,célibataire,secondaire,non,7547,non,non,mobile,29,juil,1569,2,-1,0,inconnu,non
42,technicien,divorcé,supérieur,non,7190,oui,non,mobile,29,juil,375,2,-1,0,inconnu,non
58,cadre,marié,supérieur,non,1517,oui,non,téléphone fixe,29,juil,7,5,-1,0,inconnu,non
47,femme de ménage,divorcé,primaire,non,61,non,non,mobile,29,juil,69,5,-1,0,inconnu,non
58,cadre,marié,secondaire,non,407,oui,non,mobile,29,juil,145,2,-1,0,inconnu,non
46,cadre,marié,secondaire,non,10,oui,non,mobile,29,juil,122,7,-1,0,inconnu,non
48,technicien,marié,inconnu,non,5176,non,non,mobile,29,juil,162,2,-1,0,inconnu,non
42,services,marié,inconnu,non,-416,non,oui,mobile,29,juil,147,5,-1,0,inconnu,non
49,indépendant,marié,secondaire,non,357,non,non,mobile,29,juil,179,4,-1,0,inconnu,non
51,administratif,marié,secondaire,non,0,non,non,téléphone fixe,29,juil,27,2,-1,0,inconnu,non
51,technicien,marié,secondaire,non,-396,oui,non,mobile,29,juil,179,6,-1,0,inconnu,non
56,services,marié,inconnu,non,0,non,non,mobile,29,juil,83,2,-1,0,inconnu,non
47,entrepreneur,marié,supérieur,non,459,oui,non,mobile,29,juil,189,4,-1,0,inconnu,non
57,administratif,divorcé,secondaire,non,3100,non,oui,mobile,29,juil,165,2,-1,0,inconnu,non
51,ouvrier,marié,secondaire,non,7225,non,non,mobile,29,juil,301,2,-1,0,inconnu,non
40,administratif,marié,secondaire,oui,94,non,non,mobile,29,juil,117,2,-1,0,inconnu,non
41,ouvrier,marié,secondaire,non,1882,oui,oui,téléphone fixe,29,juil,165,2,-1,0,inconnu,non
31,ouvrier,marié,secondaire,non,892,oui,non,mobile,29,juil,25,22,-1,0,inconnu,non
56,ouvrier,marié,inconnu,non,6710,non,non,mobile,29,juil,318,2,-1,0,inconnu,non
57,retraité,marié,primaire,non,0,non,oui,mobile,29,juil,112,3,-1,0,inconnu,non
51,cadre,divorcé,supérieur,non,492,non,oui,mobile,29,juil,54,7,-1,0,inconnu,non
32,services,célibataire,secondaire,non,91,non,non,mobile,29,juil,241,5,-1,0,inconnu,non
41,services,marié,inconnu,non,1538,non,non,mobile,29,juil,710,2,-1,0,inconnu,oui
43,administratif,marié,secondaire,non,9173,non,non,mobile,29,juil,80,2,-1,0,inconnu,non
45,ouvrier,marié,primaire,non,193,oui,oui,mobile,29,juil,116,2,-1,0,inconnu,non
41,cadre,célibataire,supérieur,non,3947,non,non,téléphone fixe,29,juil,63,2,-1,0,inconnu,non
50,cadre,marié,supérieur,non,596,non,non,mobile,29,juil,106,2,-1,0,inconnu,non
44,technicien,marié,secondaire,non,2575,oui,oui,mobile,29,juil,129,2,-1,0,inconnu,non
48,administratif,marié,secondaire,non,292,oui,oui,mobile,29,juil,164,6,-1,0,inconnu,non
36,cadre,célibataire,supérieur,non,442,oui,oui,mobile,29,juil,102,3,-1,0,inconnu,non
50,chômeur,marié,secondaire,non,1772,non,non,mobile,29,juil,206,4,-1,0,inconnu,non
51,ouvrier,divorcé,primaire,non,5,non,non,mobile,29,juil,600,2,-1,0,inconnu,oui
46,ouvrier,marié,primaire,non,564,oui,non,mobile,29,juil,124,2,-1,0,inconnu,non
59,cadre,divorcé,supérieur,non,3390,non,non,mobile,29,juil,43,2,-1,0,inconnu,non
48,cadre,marié,supérieur,non,717,non,non,téléphone fixe,29,juil,139,2,-1,0,inconnu,non
56,technicien,marié,secondaire,non,1199,oui,oui,mobile,29,juil,336,2,-1,0,inconnu,non
51,entrepreneur,marié,supérieur,non,209,non,non,mobile,29,juil,112,2,-1,0,inconnu,non
26,technicien,célibataire,secondaire,non,84,oui,non,mobile,29,juil,70,3,-1,0,inconnu,non
34,services,marié,secondaire,non,0,oui,non,mobile,29,juil,55,3,-1,0,inconnu,non
29,technicien,célibataire,supérieur,non,7,oui,non,mobile,29,juil,70,5,-1,0,inconnu,non
47,services,célibataire,secondaire,non,917,non,non,mobile,29,juil,293,2,-1,0,inconnu,non
49,administratif,divorcé,secondaire,non,1697,non,oui,mobile,29,juil,184,4,-1,0,inconnu,non
43,ouvrier,marié,secondaire,non,1149,non,non,téléphone fixe,29,juil,237,2,-1,0,inconnu,non
54,cadre,divorcé,supérieur,non,1692,oui,non,mobile,29,juil,299,5,-1,0,inconnu,non
42,administratif,célibataire,secondaire,non,150,non,oui,mobile,29,juil,135,2,-1,0,inconnu,non
55,cadre,célibataire,supérieur,non,797,non,non,mobile,29,juil,24,2,-1,0,inconnu,non
39,cadre,célibataire,supérieur,non,1234,non,non,téléphone fixe,29,juil,64,4,-1,0,inconnu,non
38,chômeur,marié,supérieur,non,9881,non,non,mobile,29,juil,497,2,-1,0,inconnu,non
42,indépendant,marié,secondaire,non,2130,oui,oui,mobile,29,juil,146,2,-1,0,inconnu,non
51,administratif,divorcé,secondaire,non,-338,oui,non,mobile,29,juil,97,2,-1,0,inconnu,non
41,technicien,marié,secondaire,non,978,non,non,mobile,29,juil,55,2,-1,0,inconnu,non
53,indépendant,marié,supérieur,non,4675,oui,non,mobile,29,juil,60,4,-1,0,inconnu,non
30,cadre,célibataire,supérieur,non,1161,oui,non,mobile,29,juil,109,3,-1,0,inconnu,non
44,ouvrier,divorcé,secondaire,non,1781,oui,non,mobile,29,juil,48,3,-1,0,inconnu,non
42,cadre,marié,secondaire,non,1018,non,non,mobile,29,juil,305,2,-1,0,inconnu,non
51,chômeur,marié,primaire,non,0,non,non,mobile,29,juil,132,2,-1,0,inconnu,non
59,technicien,marié,primaire,non,309,non,oui,mobile,29,juil,25,5,-1,0,inconnu,non
43,entrepreneur,marié,supérieur,non,210,non,non,mobile,29,juil,646,2,-1,0,inconnu,non
59,retraité,marié,supérieur,non,2512,non,non,mobile,29,juil,167,4,-1,0,inconnu,non
54,services,marié,secondaire,non,4353,oui,oui,mobile,29,juil,197,2,-1,0,inconnu,non
29,entrepreneur,célibataire,supérieur,non,402,oui,oui,mobile,29,juil,345,5,-1,0,inconnu,non
53,chômeur,marié,secondaire,non,329,oui,non,mobile,29,juil,69,2,-1,0,inconnu,non
58,ouvrier,marié,primaire,non,3,non,oui,téléphone fixe,29,juil,55,16,-1,0,inconnu,non
54,ouvrier,marié,primaire,non,1390,non,non,téléphone fixe,29,juil,647,2,-1,0,inconnu,non
42,administratif,célibataire,secondaire,non,2534,non,non,mobile,29,juil,105,2,-1,0,inconnu,non
43,inconnu,marié,primaire,non,2113,non,non,mobile,29,juil,33,2,-1,0,inconnu,non
41,chômeur,marié,secondaire,non,510,non,non,mobile,29,juil,61,2,-1,0,inconnu,non
59,administratif,divorcé,secondaire,non,1525,non,non,téléphone fixe,29,juil,90,2,-1,0,inconnu,non
45,entrepreneur,marié,supérieur,non,0,oui,non,mobile,29,juil,100,3,-1,0,inconnu,non
39,services,marié,secondaire,non,2381,oui,oui,mobile,29,juil,91,3,-1,0,inconnu,non
59,retraité,marié,primaire,non,0,oui,non,mobile,29,juil,45,7,-1,0,inconnu,non
50,administratif,marié,secondaire,non,176,non,non,mobile,29,juil,155,2,-1,0,inconnu,non
45,chômeur,marié,secondaire,non,2468,oui,non,mobile,29,juil,64,2,-1,0,inconnu,non
38,technicien,célibataire,secondaire,non,1655,non,non,mobile,29,juil,392,2,-1,0,inconnu,non
42,technicien,célibataire,inconnu,non,2193,non,non,mobile,29,juil,305,2,-1,0,inconnu,non
36,cadre,marié,supérieur,non,4,non,oui,mobile,29,juil,261,6,-1,0,inconnu,non
48,administratif,marié,secondaire,non,933,non,non,mobile,29,juil,446,2,-1,0,inconnu,non
57,services,marié,primaire,non,1896,non,non,mobile,29,juil,248,4,-1,0,inconnu,non
45,cadre,divorcé,supérieur,non,6269,oui,non,mobile,29,juil,20,2,-1,0,inconnu,non
38,technicien,célibataire,secondaire,non,4366,oui,non,mobile,29,juil,188,2,-1,0,inconnu,non
45,cadre,divorcé,supérieur,non,6200,non,non,mobile,29,juil,103,2,-1,0,inconnu,non
26,ouvrier,célibataire,secondaire,non,-84,oui,oui,mobile,29,juil,63,5,-1,0,inconnu,non
32,services,marié,secondaire,non,2578,non,non,mobile,29,juil,86,3,-1,0,inconnu,non
33,technicien,célibataire,secondaire,non,338,oui,non,mobile,29,juil,105,4,-1,0,inconnu,non
36,femme de ménage,marié,primaire,non,125,oui,non,mobile,29,juil,57,4,-1,0,inconnu,non
42,technicien,célibataire,supérieur,non,2625,non,non,mobile,29,juil,2516,2,-1,0,inconnu,oui
26,ouvrier,célibataire,secondaire,non,114,non,oui,mobile,29,juil,361,4,-1,0,inconnu,non
42,chômeur,marié,secondaire,non,250,oui,non,mobile,29,juil,247,3,-1,0,inconnu,non
47,ouvrier,marié,secondaire,non,310,oui,non,mobile,29,juil,145,3,-1,0,inconnu,non
32,technicien,marié,secondaire,non,342,oui,non,mobile,29,juil,146,3,-1,0,inconnu,non
56,ouvrier,marié,secondaire,non,659,oui,non,mobile,29,juil,64,3,-1,0,inconnu,non
49,administratif,divorcé,secondaire,non,63,non,non,mobile,29,juil,435,2,-1,0,inconnu,non
56,ouvrier,divorcé,secondaire,non,934,non,non,mobile,29,juil,375,2,-1,0,inconnu,non
41,entrepreneur,marié,secondaire,non,547,non,non,mobile,29,juil,365,2,-1,0,inconnu,non
42,technicien,célibataire,secondaire,non,275,non,non,mobile,29,juil,522,3,-1,0,inconnu,non
52,ouvrier,marié,primaire,non,1331,oui,non,mobile,29,juil,213,2,-1,0,inconnu,non
55,services,marié,secondaire,non,529,oui,non,mobile,29,juil,137,2,-1,0,inconnu,non
46,indépendant,marié,supérieur,non,1148,non,non,téléphone fixe,29,juil,104,2,-1,0,inconnu,non
32,administratif,célibataire,supérieur,non,138,non,oui,mobile,29,juil,57,4,-1,0,inconnu,non
39,services,marié,secondaire,non,64,non,non,mobile,29,juil,100,3,-1,0,inconnu,non
46,technicien,marié,supérieur,non,529,oui,oui,mobile,29,juil,208,2,-1,0,inconnu,non
44,technicien,marié,secondaire,non,1226,oui,oui,mobile,29,juil,51,2,-1,0,inconnu,non
39,ouvrier,divorcé,secondaire,non,150,non,non,mobile,29,juil,735,4,-1,0,inconnu,non
55,indépendant,divorcé,secondaire,non,0,non,non,mobile,29,juil,94,2,-1,0,inconnu,non
52,technicien,marié,secondaire,non,1818,non,oui,mobile,29,juil,46,4,-1,0,inconnu,non
58,technicien,marié,secondaire,non,673,non,non,téléphone fixe,29,juil,28,4,-1,0,inconnu,non
36,chômeur,marié,secondaire,non,-129,oui,non,mobile,29,juil,121,3,-1,0,inconnu,non
35,administratif,marié,secondaire,non,-112,non,non,mobile,29,juil,394,4,-1,0,inconnu,non
48,ouvrier,célibataire,primaire,non,755,oui,non,mobile,29,juil,65,2,-1,0,inconnu,non
41,administratif,divorcé,secondaire,non,261,oui,non,mobile,29,juil,797,15,-1,0,inconnu,non
51,cadre,marié,supérieur,oui,0,non,oui,mobile,29,juil,204,6,-1,0,inconnu,non
47,technicien,célibataire,secondaire,non,736,non,non,mobile,29,juil,212,2,-1,0,inconnu,non
51,services,divorcé,secondaire,non,974,oui,oui,mobile,29,juil,255,4,-1,0,inconnu,non
51,ouvrier,marié,primaire,non,620,oui,oui,mobile,29,juil,88,10,-1,0,inconnu,non
43,entrepreneur,marié,supérieur,oui,0,non,oui,téléphone fixe,29,juil,184,4,-1,0,inconnu,non
45,cadre,marié,primaire,non,2690,non,non,téléphone fixe,29,juil,145,4,-1,0,inconnu,non
49,cadre,marié,secondaire,non,1601,non,non,mobile,29,juil,47,5,-1,0,inconnu,non
58,retraité,marié,primaire,non,5506,non,non,téléphone fixe,29,juil,81,4,-1,0,inconnu,non
45,femme de ménage,marié,primaire,non,2239,non,non,téléphone fixe,29,juil,24,2,-1,0,inconnu,non
54,femme de ménage,marié,primaire,non,136,non,non,mobile,29,juil,92,2,-1,0,inconnu,non
52,administratif,marié,secondaire,non,5517,oui,oui,mobile,29,juil,163,2,-1,0,inconnu,non
39,administratif,marié,secondaire,non,394,non,non,mobile,29,juil,551,2,-1,0,inconnu,non
34,technicien,célibataire,secondaire,non,475,oui,non,mobile,29,juil,538,8,-1,0,inconnu,non
58,retraité,divorcé,secondaire,non,19,non,non,mobile,29,juil,271,2,-1,0,inconnu,non
51,services,célibataire,secondaire,non,513,oui,non,mobile,29,juil,331,2,-1,0,inconnu,non
34,services,divorcé,secondaire,non,5934,oui,non,mobile,29,juil,82,7,-1,0,inconnu,non
34,cadre,célibataire,supérieur,non,5284,oui,non,mobile,29,juil,198,5,-1,0,inconnu,non
38,administratif,marié,secondaire,non,1283,oui,non,mobile,29,juil,60,6,-1,0,inconnu,non
48,chômeur,marié,primaire,non,0,non,non,mobile,29,juil,569,2,-1,0,inconnu,non
37,chômeur,marié,supérieur,non,1236,non,non,mobile,29,juil,300,2,-1,0,inconnu,non
46,entrepreneur,marié,secondaire,non,0,non,non,mobile,29,juil,100,12,-1,0,inconnu,non
42,ouvrier,divorcé,primaire,non,1278,non,non,mobile,29,juil,422,4,-1,0,inconnu,non
52,ouvrier,marié,secondaire,non,594,non,non,téléphone fixe,29,juil,178,2,-1,0,inconnu,non
44,cadre,marié,supérieur,non,0,non,oui,mobile,29,juil,129,6,-1,0,inconnu,non
34,administratif,marié,secondaire,non,147,oui,oui,mobile,29,juil,57,7,-1,0,inconnu,non
29,cadre,célibataire,supérieur,non,-689,oui,non,mobile,29,juil,199,9,-1,0,inconnu,non
25,services,célibataire,inconnu,non,342,non,non,mobile,29,juil,281,4,-1,0,inconnu,non
39,femme de ménage,marié,secondaire,non,0,oui,non,mobile,29,juil,218,4,-1,0,inconnu,non
41,chômeur,marié,secondaire,non,274,oui,non,mobile,29,juil,207,4,-1,0,inconnu,non
48,cadre,marié,primaire,non,312,non,non,mobile,29,juil,1186,4,-1,0,inconnu,non
33,ouvrier,marié,secondaire,non,0,non,non,mobile,29,juil,454,6,-1,0,inconnu,oui
49,indépendant,marié,supérieur,non,7254,non,non,mobile,29,juil,132,4,-1,0,inconnu,non
54,ouvrier,marié,primaire,non,244,oui,non,mobile,29,juil,337,2,-1,0,inconnu,non
50,services,marié,inconnu,non,1688,non,non,téléphone fixe,29,juil,156,2,-1,0,inconnu,non
49,cadre,marié,inconnu,non,126,oui,non,mobile,29,juil,195,2,-1,0,inconnu,non
27,administratif,célibataire,secondaire,non,-242,non,oui,mobile,29,juil,20,21,-1,0,inconnu,non
57,services,marié,secondaire,non,1301,oui,non,mobile,29,juil,63,2,-1,0,inconnu,non
51,inconnu,marié,inconnu,non,2642,non,non,mobile,29,juil,52,6,-1,0,inconnu,non
36,administratif,marié,secondaire,non,0,non,oui,mobile,29,juil,113,8,-1,0,inconnu,non
45,cadre,célibataire,supérieur,non,2532,non,non,mobile,29,juil,64,6,-1,0,inconnu,non
53,administratif,marié,secondaire,non,1815,non,non,mobile,29,juil,86,6,-1,0,inconnu,non
27,ouvrier,célibataire,secondaire,non,36,non,oui,mobile,29,juil,114,4,-1,0,inconnu,non
58,retraité,divorcé,secondaire,non,1080,oui,non,mobile,29,juil,1058,2,-1,0,inconnu,oui
25,services,célibataire,secondaire,non,88,oui,non,mobile,29,juil,121,18,-1,0,inconnu,non
36,technicien,marié,supérieur,non,82,oui,non,mobile,29,juil,45,4,-1,0,inconnu,non
57,retraité,marié,supérieur,non,53,non,non,téléphone fixe,29,juil,539,2,-1,0,inconnu,non
43,chômeur,marié,primaire,non,731,non,non,mobile,29,juil,360,4,-1,0,inconnu,non
47,cadre,marié,supérieur,non,24312,oui,non,mobile,29,juil,187,3,-1,0,inconnu,non
57,administratif,marié,secondaire,non,128,non,non,téléphone fixe,29,juil,143,8,-1,0,inconnu,non
48,services,marié,secondaire,non,3726,oui,non,mobile,29,juil,369,2,-1,0,inconnu,non
55,retraité,marié,secondaire,non,1467,non,oui,mobile,29,juil,277,2,-1,0,inconnu,non
59,cadre,marié,supérieur,non,1069,non,non,mobile,29,juil,85,2,-1,0,inconnu,non
33,ouvrier,marié,secondaire,non,-211,oui,non,mobile,29,juil,96,5,-1,0,inconnu,non
42,entrepreneur,marié,supérieur,non,859,non,non,mobile,29,juil,180,10,-1,0,inconnu,non
40,cadre,marié,supérieur,non,4381,non,non,téléphone fixe,29,juil,126,2,-1,0,inconnu,non
52,administratif,célibataire,secondaire,non,2332,non,non,mobile,29,juil,108,2,-1,0,inconnu,non
35,ouvrier,divorcé,primaire,non,37,non,oui,mobile,29,juil,104,7,-1,0,inconnu,non
47,administratif,célibataire,secondaire,non,1305,non,non,mobile,29,juil,172,2,-1,0,inconnu,non
29,ouvrier,marié,primaire,non,59,oui,oui,mobile,29,juil,665,4,-1,0,inconnu,non
45,services,marié,secondaire,non,-158,oui,non,téléphone fixe,29,juil,340,1,-1,0,inconnu,non
49,administratif,divorcé,secondaire,non,124,oui,oui,mobile,29,juil,125,19,-1,0,inconnu,non
36,indépendant,marié,supérieur,non,2017,non,non,mobile,29,juil,246,18,-1,0,inconnu,non
47,chômeur,marié,secondaire,non,312,non,non,mobile,29,juil,884,1,-1,0,inconnu,oui
43,ouvrier,marié,primaire,non,3664,non,non,téléphone fixe,29,juil,274,1,-1,0,inconnu,non
44,technicien,marié,primaire,non,4389,non,non,mobile,29,juil,33,1,-1,0,inconnu,non
29,cadre,célibataire,supérieur,oui,-1661,non,oui,mobile,29,juil,95,6,-1,0,inconnu,non
30,ouvrier,marié,secondaire,non,215,oui,non,mobile,29,juil,127,9,-1,0,inconnu,non
35,ouvrier,marié,primaire,non,-312,oui,oui,téléphone fixe,29,juil,38,3,-1,0,inconnu,non
50,cadre,marié,secondaire,non,2910,non,non,téléphone fixe,29,juil,790,1,-1,0,inconnu,non
53,technicien,marié,inconnu,non,8605,non,non,mobile,29,juil,635,3,-1,0,inconnu,non
54,administratif,marié,inconnu,non,1044,oui,non,mobile,29,juil,597,5,-1,0,inconnu,non
31,cadre,marié,supérieur,non,1839,oui,non,mobile,29,juil,109,8,-1,0,inconnu,non
45,inconnu,marié,inconnu,non,4413,non,non,téléphone fixe,29,juil,77,35,-1,0,inconnu,non
40,cadre,marié,inconnu,non,6,oui,non,mobile,29,juil,64,4,-1,0,inconnu,non
59,femme de ménage,marié,supérieur,non,0,non,oui,mobile,29,juil,376,2,-1,0,inconnu,non
57,cadre,marié,supérieur,non,1602,non,non,mobile,29,juil,339,3,-1,0,inconnu,non
47,technicien,marié,secondaire,non,356,non,non,mobile,29,juil,44,5,-1,0,inconnu,non
36,ouvrier,marié,primaire,non,106,oui,non,mobile,29,juil,171,13,-1,0,inconnu,non
52,cadre,divorcé,supérieur,non,-299,non,non,mobile,29,juil,110,2,-1,0,inconnu,non
57,cadre,marié,supérieur,non,132,oui,non,mobile,29,juil,174,3,-1,0,inconnu,non
45,ouvrier,marié,primaire,non,114,oui,non,mobile,29,juil,77,4,-1,0,inconnu,non
55,technicien,divorcé,supérieur,non,2298,oui,non,mobile,29,juil,66,1,-1,0,inconnu,non
35,administratif,célibataire,secondaire,non,6554,non,non,mobile,29,juil,226,1,-1,0,inconnu,non
41,chômeur,marié,primaire,non,183,oui,non,mobile,29,juil,271,1,-1,0,inconnu,non
36,technicien,célibataire,secondaire,non,301,oui,oui,mobile,29,juil,367,1,-1,0,inconnu,non
41,chômeur,célibataire,secondaire,non,295,non,non,mobile,29,juil,509,1,-1,0,inconnu,non
43,chômeur,marié,supérieur,non,-7,oui,oui,mobile,29,juil,228,1,-1,0,inconnu,non
32,technicien,marié,secondaire,non,-95,oui,non,mobile,29,juil,935,4,-1,0,inconnu,non
32,services,marié,primaire,non,197,oui,non,mobile,29,juil,313,6,-1,0,inconnu,non
59,services,marié,primaire,non,4295,non,non,téléphone fixe,29,juil,129,3,-1,0,inconnu,non
40,cadre,divorcé,supérieur,non,390,non,non,mobile,29,juil,80,3,-1,0,inconnu,non
52,retraité,marié,supérieur,non,1452,non,oui,mobile,29,juil,194,3,-1,0,inconnu,non
48,ouvrier,divorcé,secondaire,non,1893,non,non,téléphone fixe,29,juil,538,3,-1,0,inconnu,non
30,ouvrier,marié,secondaire,non,7,oui,non,mobile,29,juil,197,4,-1,0,inconnu,non
32,technicien,marié,secondaire,non,84,non,oui,mobile,29,juil,403,3,-1,0,inconnu,non
58,administratif,marié,secondaire,non,145,oui,non,téléphone fixe,29,juil,616,13,-1,0,inconnu,oui
56,technicien,marié,secondaire,non,332,non,non,téléphone fixe,29,juil,207,3,-1,0,inconnu,non
60,indépendant,marié,primaire,non,362,non,oui,mobile,29,juil,816,6,-1,0,inconnu,oui
28,femme de ménage,célibataire,primaire,non,0,non,oui,mobile,29,juil,120,4,-1,0,inconnu,non
52,inconnu,marié,primaire,non,247,non,non,mobile,29,juil,268,6,-1,0,inconnu,non
29,technicien,célibataire,supérieur,non,262,oui,oui,mobile,29,juil,510,9,-1,0,inconnu,non
36,administratif,célibataire,secondaire,non,686,oui,non,mobile,29,juil,114,2,-1,0,inconnu,non
53,technicien,marié,secondaire,non,2191,non,non,téléphone fixe,29,juil,99,5,-1,0,inconnu,non
49,administratif,marié,secondaire,non,2,non,non,mobile,29,juil,246,4,-1,0,inconnu,non
56,retraité,marié,primaire,non,-464,oui,non,mobile,29,juil,820,6,-1,0,inconnu,non
34,ouvrier,célibataire,primaire,non,326,oui,non,mobile,29,juil,263,2,-1,0,inconnu,non
28,technicien,marié,supérieur,non,107,oui,non,mobile,29,juil,122,13,-1,0,inconnu,non
45,technicien,marié,supérieur,non,4647,non,non,mobile,29,juil,109,3,-1,0,inconnu,non
26,indépendant,divorcé,secondaire,non,165,oui,non,mobile,29,juil,162,4,-1,0,inconnu,non
56,femme de ménage,marié,secondaire,non,559,non,non,mobile,29,juil,69,5,-1,0,inconnu,non
31,administratif,marié,secondaire,non,0,oui,non,mobile,29,juil,82,5,-1,0,inconnu,non
54,femme de ménage,divorcé,supérieur,non,9,non,oui,mobile,29,juil,136,3,-1,0,inconnu,non
49,cadre,marié,secondaire,non,633,non,oui,mobile,29,juil,249,6,-1,0,inconnu,non
41,ouvrier,marié,secondaire,non,-190,non,oui,mobile,29,juil,808,3,-1,0,inconnu,oui
55,technicien,marié,secondaire,non,0,non,non,mobile,29,juil,316,2,-1,0,inconnu,non
30,cadre,célibataire,supérieur,non,92,non,oui,mobile,29,juil,110,5,-1,0,inconnu,non
47,cadre,marié,supérieur,non,2889,non,non,téléphone fixe,29,juil,259,12,-1,0,inconnu,non
41,technicien,marié,supérieur,non,91,non,oui,mobile,29,juil,204,3,-1,0,inconnu,non
39,entrepreneur,marié,supérieur,non,345,oui,oui,mobile,29,juil,110,3,-1,0,inconnu,non
47,femme de ménage,divorcé,primaire,non,617,non,non,téléphone fixe,29,juil,119,7,-1,0,inconnu,non
49,ouvrier,marié,primaire,non,2481,non,oui,mobile,29,juil,53,5,-1,0,inconnu,non
58,retraité,marié,secondaire,non,35,non,non,mobile,29,juil,336,7,-1,0,inconnu,non
42,ouvrier,marié,secondaire,non,1386,oui,non,mobile,29,juil,222,5,-1,0,inconnu,non
54,technicien,marié,secondaire,non,3967,non,oui,mobile,29,juil,90,3,-1,0,inconnu,non
29,services,marié,secondaire,non,19,oui,non,mobile,29,juil,327,6,-1,0,inconnu,non
42,cadre,divorcé,supérieur,non,826,non,non,téléphone fixe,29,juil,316,3,-1,0,inconnu,non
42,ouvrier,marié,primaire,non,2273,oui,non,mobile,29,juil,98,2,-1,0,inconnu,non
46,administratif,marié,secondaire,non,659,oui,non,téléphone fixe,29,juil,1127,11,-1,0,inconnu,oui
59,cadre,marié,secondaire,non,1558,non,non,téléphone fixe,29,juil,1140,3,-1,0,inconnu,non
39,ouvrier,marié,secondaire,non,2457,non,non,mobile,29,juil,284,3,-1,0,inconnu,non
33,indépendant,marié,secondaire,non,215,oui,non,mobile,29,juil,543,12,-1,0,inconnu,non
40,femme de ménage,marié,primaire,non,224,oui,non,mobile,29,juil,138,3,-1,0,inconnu,non
28,services,marié,supérieur,non,599,oui,non,mobile,29,juil,189,5,-1,0,inconnu,non
32,technicien,marié,supérieur,non,-252,oui,non,mobile,29,juil,52,4,-1,0,inconnu,non
44,femme de ménage,marié,primaire,non,64,non,oui,mobile,29,juil,223,6,-1,0,inconnu,non
49,administratif,marié,secondaire,non,0,oui,oui,mobile,29,juil,71,7,-1,0,inconnu,non
49,ouvrier,divorcé,primaire,non,0,oui,non,mobile,29,juil,468,2,-1,0,inconnu,non
33,administratif,marié,supérieur,non,235,oui,non,mobile,29,juil,185,6,-1,0,inconnu,non
48,ouvrier,marié,primaire,non,1850,oui,non,mobile,29,juil,61,1,-1,0,inconnu,non
41,cadre,marié,supérieur,non,328,oui,non,mobile,29,juil,65,12,-1,0,inconnu,non
35,cadre,marié,supérieur,non,0,oui,non,téléphone fixe,29,juil,399,12,-1,0,inconnu,non
47,cadre,célibataire,supérieur,non,8106,non,non,mobile,29,juil,340,3,-1,0,inconnu,non
35,technicien,marié,secondaire,non,840,oui,non,mobile,29,juil,281,4,-1,0,inconnu,non
43,cadre,marié,supérieur,non,1800,non,non,téléphone fixe,29,juil,103,3,-1,0,inconnu,non
47,entrepreneur,divorcé,secondaire,non,2,oui,oui,mobile,29,juil,104,4,-1,0,inconnu,non
44,femme de ménage,marié,primaire,non,1109,oui,oui,mobile,29,juil,176,4,-1,0,inconnu,non
44,technicien,divorcé,secondaire,non,2340,non,non,mobile,29,juil,637,3,-1,0,inconnu,non
39,technicien,marié,secondaire,non,738,non,oui,mobile,29,juil,90,2,-1,0,inconnu,non
56,retraité,divorcé,secondaire,non,-82,non,oui,mobile,29,juil,234,6,-1,0,inconnu,non
26,services,célibataire,secondaire,non,0,non,non,mobile,29,juil,165,23,-1,0,inconnu,non
51,femme de ménage,marié,inconnu,non,174,non,non,téléphone fixe,29,juil,308,3,-1,0,inconnu,non
39,services,marié,secondaire,non,949,oui,non,mobile,29,juil,75,8,-1,0,inconnu,non
32,administratif,marié,secondaire,non,2664,oui,non,mobile,29,juil,242,7,-1,0,inconnu,non
45,services,marié,secondaire,non,219,oui,oui,mobile,29,juil,142,8,-1,0,inconnu,non
37,administratif,marié,secondaire,non,0,non,non,mobile,29,juil,153,4,-1,0,inconnu,non
43,entrepreneur,célibataire,supérieur,non,744,non,oui,mobile,29,juil,619,4,-1,0,inconnu,non
42,indépendant,marié,secondaire,non,1508,oui,non,mobile,29,juil,178,3,-1,0,inconnu,non
54,services,marié,secondaire,non,2681,non,non,téléphone fixe,29,juil,481,3,-1,0,inconnu,non
34,technicien,marié,supérieur,non,477,non,non,téléphone fixe,29,juil,128,11,-1,0,inconnu,non
58,femme de ménage,divorcé,primaire,non,3858,non,non,téléphone fixe,29,juil,53,6,-1,0,inconnu,non
39,administratif,marié,supérieur,non,9143,non,non,mobile,29,juil,851,2,-1,0,inconnu,non
41,ouvrier,marié,secondaire,non,2044,oui,oui,mobile,29,juil,234,5,-1,0,inconnu,non
